registered_pct,user_count,ramp,scenario,http_req_duration_avg,http_req_duration_p90,http_req_duration_p95,login_duration_avg,login_duration_p90,login_duration_p95,play_duration_avg,play_duration_p90,play_duration_p95,iteration_duration_avg,http_req_failed_value,checks_passes,checks_fails,vus_max,filename
75,10,False,full,70.35364596774193,62.54305,68.203725,68.15166895161288,62.60788,69.40847499999991,72.55562298387092,61.16308,67.42021999999997,1143.6384012096776,0.0,496,0,10,result_75_percent_registered_users10_rampfalse_full.json
75,10,False,login,61.33943208955222,69.24949000000001,75.39620999999994,61.33943208955222,69.24949000000001,75.39620999999994,,,,1064.0011511194036,0.0,268,0,10,result_75_percent_registered_users10_rampfalse_login.json
75,10,True,full,70.71968312302837,69.86808,77.966305,70.74942712933748,70.02118000000002,78.26444,70.68993911671932,69.79334,76.8565,1143.9779429022085,0.0,634,0,10,result_75_percent_registered_users10_ramptrue_full.json
75,10,True,login,56.06890352941173,71.54398,85.44714,56.06890352941173,71.54398,85.44714,,,,1058.3673220588232,0.0,340,0,10,result_75_percent_registered_users10_ramptrue_login.json
75,25,False,full,53.83808979591842,66.33768000000002,72.983995,53.298123233908974,65.56744,71.79959999999997,54.37805635792779,66.82708,73.50169999999997,1110.5718695447404,0.0,1274,0,25,result_75_percent_registered_users25_rampfalse_full.json
75,25,False,login,53.510004197901004,64.816,71.64488999999999,53.510004197901004,64.816,71.64488999999999,,,,1056.108804047976,0.0,667,0,25,result_75_percent_registered_users25_rampfalse_login.json
75,25,True,full,54.66693990342422,65.80694000000001,72.90053,56.193957243195854,66.63540000000002,74.83514999999998,53.1399225636523,65.25018,71.77644,1111.3699564530289,0.0,2278,0,25,result_75_percent_registered_users25_ramptrue_full.json
75,25,True,login,55.17210316402999,67.3878,73.8591,55.17210316402999,67.3878,73.8591,,,,1056.8927484596165,0.0,1201,0,25,result_75_percent_registered_users25_ramptrue_login.json
75,35,False,full,53.34821415730344,64.61353000000001,71.32073,53.252250786516804,64.11792,71.75293999999998,53.44417752808986,65.37834,71.18052999999999,1109.523598876404,0.0,1780,0,35,result_75_percent_registered_users35_rampfalse_full.json
75,35,False,login,59.78320064239836,66.12943000000001,75.14263,59.78320064239836,66.12943000000001,75.14263,,,,1062.4181038543907,0.0,934,0,35,result_75_percent_registered_users35_rampfalse_login.json
75,35,True,full,62.33849591511934,66.03006,75.62293999999999,61.60392864721482,67.51956000000001,77.79151999999999,63.07306318302398,64.86110000000001,72.10285999999999,1126.3762471087543,0.0,3770,0,35,result_75_percent_registered_users35_ramptrue_full.json
75,35,True,login,62.83415353029553,66.98372,76.06782,62.83415353029553,66.98372,76.06782,,,,1064.3533592388576,0.0,1997,0,35,result_75_percent_registered_users35_ramptrue_login.json
75,50,False,full,74.01219644897954,65.27189,73.62093999999999,78.75061583673475,66.65330000000002,75.41839999999999,69.27377706122452,63.78054000000001,71.01146,1150.867524489796,0.0,2450,0,50,result_75_percent_registered_users50_rampfalse_full.json
75,50,False,login,57.944170836473276,67.23488,75.64246,57.944170836473276,67.23488,75.64246,,,,1060.5343467219286,0.0,1327,0,50,result_75_percent_registered_users50_rampfalse_login.json
75,50,True,full,54.52145008807988,65.8747,73.793945,54.67536324133871,66.5034,75.287425,54.36753693482082,65.17625000000001,72.104125,1110.51365651791,0.0,6812,0,50,result_75_percent_registered_users50_ramptrue_full.json
75,50,True,login,66.399653585545,67.37376,75.414965,66.399653585545,67.37376,75.414965,,,,1067.7264562958785,0.0,3542,0,50,result_75_percent_registered_users50_ramptrue_login.json
